,year,game_name,trend_value,clean_name,key
6550,2022,New England,155,new england,2022_new england
6551,2023,New England,157,new england,2023_new england
6552,2024,New England,132,new england,2024_new england
6553,2025,New England,160,new england,2025_new england
6554,2026,New England,125,new england,2026_new england
6555,2004,DVONN,100,dvonn,2004_dvonn
6558,2007,DVONN,36,dvonn,2007_dvonn
6559,2008,DVONN,20,dvonn,2008_dvonn
6561,2010,DVONN,11,dvonn,2010_dvonn
6562,2011,DVONN,8,dvonn,2011_dvonn
6563,2012,DVONN,15,dvonn,2012_dvonn
6565,2014,DVONN,6,dvonn,2014_dvonn
6567,2016,DVONN,6,dvonn,2016_dvonn
6568,2017,DVONN,4,dvonn,2017_dvonn
6569,2018,DVONN,11,dvonn,2018_dvonn
6570,2019,DVONN,4,dvonn,2019_dvonn
6573,2022,DVONN,4,dvonn,2022_dvonn
6574,2023,DVONN,9,dvonn,2023_dvonn
6575,2024,DVONN,9,dvonn,2024_dvonn
6577,2026,DVONN,1,dvonn,2026_dvonn
6578,2004,Evo,39,evo,2004_evo
6581,2007,Evo,14,evo,2007_evo
6582,2008,Evo,17,evo,2008_evo
6583,2009,Evo,31,evo,2009_evo
6584,2010,Evo,53,evo,2010_evo
6585,2011,Evo,100,evo,2011_evo
6586,2012,Evo,223,evo,2012_evo
6587,2013,Evo,287,evo,2013_evo
6588,2014,Evo,330,evo,2014_evo
6589,2015,Evo,374,evo,2015_evo
6590,2016,Evo,406,evo,2016_evo
6591,2017,Evo,405,evo,2017_evo
6592,2018,Evo,553,evo,2018_evo
6593,2019,Evo,330,evo,2019_evo
6594,2020,Evo,238,evo,2020_evo
6595,2021,Evo,198,evo,2021_evo
6596,2022,Evo,148,evo,2022_evo
6597,2023,Evo,152,evo,2023_evo
6598,2024,Evo,159,evo,2024_evo
6599,2025,Evo,164,evo,2025_evo
6600,2026,Evo,70,evo,2026_evo
6601,2004,Point Salad,100,point salad,2004_point salad
6616,2019,Point Salad,21,point salad,2019_point salad
6617,2020,Point Salad,40,point salad,2020_point salad
6618,2021,Point Salad,3,point salad,2021_point salad
6619,2022,Point Salad,19,point salad,2022_point salad
6620,2023,Point Salad,20,point salad,2023_point salad
6621,2024,Point Salad,10,point salad,2024_point salad
6622,2025,Point Salad,18,point salad,2025_point salad
6623,2026,Point Salad,14,point salad,2026_point salad
6639,2019,Paladins of the West Kingdom,91,paladins of the west kingdom,2019_paladins of the west kingdom
6640,2020,Paladins of the West Kingdom,216,paladins of the west kingdom,2020_paladins of the west kingdom
6642,2022,Paladins of the West Kingdom,64,paladins of the west kingdom,2022_paladins of the west kingdom
6644,2024,Paladins of the West Kingdom,63,paladins of the west kingdom,2024_paladins of the west kingdom
6645,2025,Paladins of the West Kingdom,100,paladins of the west kingdom,2025_paladins of the west kingdom
6646,2026,Paladins of the West Kingdom,9,paladins of the west kingdom,2026_paladins of the west kingdom
6650,2007,Reef,100,reef,2007_reef
6651,2008,Reef,61,reef,2008_reef
6652,2009,Reef,176,reef,2009_reef
6653,2010,Reef,175,reef,2010_reef
6654,2011,Reef,296,reef,2011_reef
6655,2012,Reef,173,reef,2012_reef
6656,2013,Reef,236,reef,2013_reef
6657,2014,Reef,256,reef,2014_reef
6658,2015,Reef,191,reef,2015_reef
6659,2016,Reef,173,reef,2016_reef
6660,2017,Reef,151,reef,2017_reef
6661,2018,Reef,541,reef,2018_reef
6662,2019,Reef,486,reef,2019_reef
6663,2020,Reef,453,reef,2020_reef
6664,2021,Reef,408,reef,2021_reef
6665,2022,Reef,394,reef,2022_reef
6666,2023,Reef,404,reef,2023_reef
6667,2024,Reef,510,reef,2024_reef
6668,2025,Reef,385,reef,2025_reef
6669,2026,Reef,189,reef,2026_reef
6684,2018,Who Goes There?,100,who goes there,2018_who goes there
6694,2005,Coimbra,100,coimbra,2005_coimbra
6699,2010,Coimbra,13,coimbra,2010_coimbra
6700,2011,Coimbra,8,coimbra,2011_coimbra
6701,2012,Coimbra,7,coimbra,2012_coimbra
6702,2013,Coimbra,5,coimbra,2013_coimbra
6703,2014,Coimbra,11,coimbra,2014_coimbra
6704,2015,Coimbra,33,coimbra,2015_coimbra
6705,2016,Coimbra,11,coimbra,2016_coimbra
6706,2017,Coimbra,5,coimbra,2017_coimbra
6707,2018,Coimbra,147,coimbra,2018_coimbra
6708,2019,Coimbra,132,coimbra,2019_coimbra
6709,2020,Coimbra,141,coimbra,2020_coimbra
6710,2021,Coimbra,90,coimbra,2021_coimbra
6711,2022,Coimbra,83,coimbra,2022_coimbra
6712,2023,Coimbra,82,coimbra,2023_coimbra
6713,2024,Coimbra,78,coimbra,2024_coimbra
6714,2025,Coimbra,64,coimbra,2025_coimbra
6715,2026,Coimbra,26,coimbra,2026_coimbra
6729,2017,Kids on Bikes,100,kids on bikes,2017_kids on bikes
6736,2024,Kids on Bikes,76,kids on bikes,2024_kids on bikes
6738,2026,Kids on Bikes,10,kids on bikes,2026_kids on bikes
6753,2018,Drop It,31,drop it,2018_drop it
6754,2019,Drop It,125,drop it,2019_drop it
6755,2020,Drop It,79,drop it,2020_drop it
6756,2021,Drop It,29,drop it,2021_drop it
6757,2022,Drop It,32,drop it,2022_drop it
6758,2023,Drop It,27,drop it,2023_drop it
6759,2024,Drop It,19,drop it,2024_drop it
6760,2025,Drop It,31,drop it,2025_drop it
6761,2026,Drop It,20,drop it,2026_drop it
6779,2021,Imperial Steam,107,imperial steam,2021_imperial steam
6780,2022,Imperial Steam,517,imperial steam,2022_imperial steam
6781,2023,Imperial Steam,388,imperial steam,2023_imperial steam
6782,2024,Imperial Steam,148,imperial steam,2024_imperial steam
6783,2025,Imperial Steam,183,imperial steam,2025_imperial steam
6784,2026,Imperial Steam,74,imperial steam,2026_imperial steam
6801,2020,Imperial Struggle,433,imperial struggle,2020_imperial struggle
6802,2021,Imperial Struggle,160,imperial struggle,2021_imperial struggle
6803,2022,Imperial Struggle,226,imperial struggle,2022_imperial struggle
6804,2023,Imperial Struggle,118,imperial struggle,2023_imperial struggle
6805,2024,Imperial Struggle,58,imperial struggle,2024_imperial struggle
6807,2026,Imperial Struggle,11,imperial struggle,2026_imperial struggle
6816,2012,Barrage,40,barrage,2012_barrage
6817,2013,Barrage,50,barrage,2013_barrage
6818,2014,Barrage,148,barrage,2014_barrage
6819,2015,Barrage,125,barrage,2015_barrage
6820,2016,Barrage,92,barrage,2016_barrage
6821,2017,Barrage,92,barrage,2017_barrage
6822,2018,Barrage,162,barrage,2018_barrage
6823,2019,Barrage,641,barrage,2019_barrage
6824,2020,Barrage,879,barrage,2020_barrage
6825,2021,Barrage,721,barrage,2021_barrage
6826,2022,Barrage,895,barrage,2022_barrage
6827,2023,Barrage,806,barrage,2023_barrage
6828,2024,Barrage,878,barrage,2024_barrage
6829,2025,Barrage,664,barrage,2025_barrage
6830,2026,Barrage,313,barrage,2026_barrage
6836,2009,Lisboa,175,lisboa,2009_lisboa
6837,2010,Lisboa,225,lisboa,2010_lisboa
6838,2011,Lisboa,279,lisboa,2011_lisboa
6839,2012,Lisboa,361,lisboa,2012_lisboa
6840,2013,Lisboa,370,lisboa,2013_lisboa
6841,2014,Lisboa,429,lisboa,2014_lisboa
6842,2015,Lisboa,433,lisboa,2015_lisboa
6843,2016,Lisboa,533,lisboa,2016_lisboa
6844,2017,Lisboa,775,lisboa,2017_lisboa
6845,2018,Lisboa,745,lisboa,2018_lisboa
6846,2019,Lisboa,675,lisboa,2019_lisboa
6847,2020,Lisboa,588,lisboa,2020_lisboa
6848,2021,Lisboa,573,lisboa,2021_lisboa
6849,2022,Lisboa,689,lisboa,2022_lisboa
6850,2023,Lisboa,667,lisboa,2023_lisboa
6851,2024,Lisboa,751,lisboa,2024_lisboa
6852,2025,Lisboa,802,lisboa,2025_lisboa
6853,2026,Lisboa,302,lisboa,2026_lisboa
6866,2016,Great Western Trail,264,great western trail,2016_great western trail
6867,2017,Great Western Trail,720,great western trail,2017_great western trail
