,year,game_name,trend_value,clean_name,key
7263,2022,7 Wonders: Architects,510,7 wonders architects,2022_7 wonders architects
7264,2023,7 Wonders: Architects,220,7 wonders architects,2023_7 wonders architects
7265,2024,7 Wonders: Architects,170,7 wonders architects,2024_7 wonders architects
7266,2025,7 Wonders: Architects,37,7 wonders architects,2025_7 wonders architects
7267,2026,7 Wonders: Architects,58,7 wonders architects,2026_7 wonders architects
7285,2021,MicroMacro: Crime City,215,micromacro crime city,2021_micromacro crime city
7286,2022,MicroMacro: Crime City,127,micromacro crime city,2022_micromacro crime city
7287,2023,MicroMacro: Crime City,98,micromacro crime city,2023_micromacro crime city
7288,2024,MicroMacro: Crime City,51,micromacro crime city,2024_micromacro crime city
7289,2025,MicroMacro: Crime City,36,micromacro crime city,2025_micromacro crime city
7290,2026,MicroMacro: Crime City,41,micromacro crime city,2026_micromacro crime city
7302,2015,Oriflamme,58,oriflamme,2015_oriflamme
7307,2020,Oriflamme,482,oriflamme,2020_oriflamme
7308,2021,Oriflamme,408,oriflamme,2021_oriflamme
7309,2022,Oriflamme,286,oriflamme,2022_oriflamme
7310,2023,Oriflamme,265,oriflamme,2023_oriflamme
7311,2024,Oriflamme,76,oriflamme,2024_oriflamme
7312,2025,Oriflamme,104,oriflamme,2025_oriflamme
7313,2026,Oriflamme,8,oriflamme,2026_oriflamme
7317,2007,The Mind,177,the mind,2007_the mind
7318,2008,The Mind,202,the mind,2008_the mind
7319,2009,The Mind,277,the mind,2009_the mind
7320,2010,The Mind,285,the mind,2010_the mind
7321,2011,The Mind,233,the mind,2011_the mind
7322,2012,The Mind,234,the mind,2012_the mind
7323,2013,The Mind,186,the mind,2013_the mind
7324,2014,The Mind,184,the mind,2014_the mind
7325,2015,The Mind,194,the mind,2015_the mind
7326,2016,The Mind,188,the mind,2016_the mind
7327,2017,The Mind,155,the mind,2017_the mind
7328,2018,The Mind,447,the mind,2018_the mind
7329,2019,The Mind,505,the mind,2019_the mind
7330,2020,The Mind,499,the mind,2020_the mind
7331,2021,The Mind,407,the mind,2021_the mind
7332,2022,The Mind,481,the mind,2022_the mind
7333,2023,The Mind,603,the mind,2023_the mind
7334,2024,The Mind,654,the mind,2024_the mind
7335,2025,The Mind,689,the mind,2025_the mind
7336,2026,The Mind,282,the mind,2026_the mind
7339,2006,Azul,6,azul,2006_azul
7340,2007,Azul,15,azul,2007_azul
7341,2008,Azul,27,azul,2008_azul
7342,2009,Azul,47,azul,2009_azul
7343,2010,Azul,38,azul,2010_azul
7344,2011,Azul,51,azul,2011_azul
7345,2012,Azul,53,azul,2012_azul
7346,2013,Azul,58,azul,2013_azul
7347,2014,Azul,69,azul,2014_azul
7348,2015,Azul,72,azul,2015_azul
7349,2016,Azul,68,azul,2016_azul
7350,2017,Azul,115,azul,2017_azul
7351,2018,Azul,352,azul,2018_azul
7352,2019,Azul,291,azul,2019_azul
7353,2020,Azul,352,azul,2020_azul
7354,2021,Azul,309,azul,2021_azul
7355,2022,Azul,315,azul,2022_azul
7356,2023,Azul,324,azul,2023_azul
7357,2024,Azul,339,azul,2024_azul
7358,2025,Azul,363,azul,2025_azul
7359,2026,Azul,157,azul,2026_azul
7362,2006,Unlock!,145,unlock,2006_unlock
7363,2007,Unlock!,250,unlock,2007_unlock
7364,2008,Unlock!,601,unlock,2008_unlock
7365,2009,Unlock!,496,unlock,2009_unlock
7366,2010,Unlock!,393,unlock,2010_unlock
7367,2011,Unlock!,355,unlock,2011_unlock
7368,2012,Unlock!,290,unlock,2012_unlock
7369,2013,Unlock!,241,unlock,2013_unlock
7370,2014,Unlock!,263,unlock,2014_unlock
7371,2015,Unlock!,241,unlock,2015_unlock
7372,2016,Unlock!,208,unlock,2016_unlock
7373,2017,Unlock!,452,unlock,2017_unlock
7374,2018,Unlock!,387,unlock,2018_unlock
7375,2019,Unlock!,383,unlock,2019_unlock
7376,2020,Unlock!,504,unlock,2020_unlock
7377,2021,Unlock!,403,unlock,2021_unlock
7378,2022,Unlock!,530,unlock,2022_unlock
7379,2023,Unlock!,550,unlock,2023_unlock
7380,2024,Unlock!,633,unlock,2024_unlock
7381,2025,Unlock!,623,unlock,2025_unlock
7382,2026,Unlock!,240,unlock,2026_unlock
7393,2014,Mysterium,20,mysterium,2014_mysterium
7394,2015,Mysterium,371,mysterium,2015_mysterium
7395,2016,Mysterium,522,mysterium,2016_mysterium
7396,2017,Mysterium,505,mysterium,2017_mysterium
7397,2018,Mysterium,478,mysterium,2018_mysterium
7398,2019,Mysterium,450,mysterium,2019_mysterium
7399,2020,Mysterium,545,mysterium,2020_mysterium
7400,2021,Mysterium,457,mysterium,2021_mysterium
7401,2022,Mysterium,515,mysterium,2022_mysterium
7402,2023,Mysterium,449,mysterium,2023_mysterium
7403,2024,Mysterium,458,mysterium,2024_mysterium
7404,2025,Mysterium,400,mysterium,2025_mysterium
7405,2026,Mysterium,131,mysterium,2026_mysterium
7410,2008,Colt Express,34,colt express,2008_colt express
7416,2014,Colt Express,46,colt express,2014_colt express
7417,2015,Colt Express,328,colt express,2015_colt express
7418,2016,Colt Express,249,colt express,2016_colt express
7419,2017,Colt Express,209,colt express,2017_colt express
7420,2018,Colt Express,172,colt express,2018_colt express
7421,2019,Colt Express,157,colt express,2019_colt express
7422,2020,Colt Express,199,colt express,2020_colt express
7423,2021,Colt Express,131,colt express,2021_colt express
7424,2022,Colt Express,130,colt express,2022_colt express
7425,2023,Colt Express,120,colt express,2023_colt express
7426,2024,Colt Express,107,colt express,2024_colt express
7427,2025,Colt Express,107,colt express,2025_colt express
7428,2026,Colt Express,38,colt express,2026_colt express
7435,2010,Five Tribes,78,five tribes,2010_five tribes
7439,2014,Five Tribes,338,five tribes,2014_five tribes
7440,2015,Five Tribes,699,five tribes,2015_five tribes
7441,2016,Five Tribes,414,five tribes,2016_five tribes
7442,2017,Five Tribes,314,five tribes,2017_five tribes
7443,2018,Five Tribes,343,five tribes,2018_five tribes
7444,2019,Five Tribes,284,five tribes,2019_five tribes
7445,2020,Five Tribes,334,five tribes,2020_five tribes
7446,2021,Five Tribes,274,five tribes,2021_five tribes
7447,2022,Five Tribes,241,five tribes,2022_five tribes
7448,2023,Five Tribes,176,five tribes,2023_five tribes
7449,2024,Five Tribes,234,five tribes,2024_five tribes
7450,2025,Five Tribes,198,five tribes,2025_five tribes
7451,2026,Five Tribes,69,five tribes,2026_five tribes
7453,2005,La Chasse aux Gigamons,100,la chasse aux gigamons,2005_la chasse aux gigamons
7484,2013,Loony Quest,71,loony quest,2013_loony quest
7486,2015,Loony Quest,330,loony quest,2015_loony quest
7487,2016,Loony Quest,73,loony quest,2016_loony quest
7488,2017,Loony Quest,67,loony quest,2017_loony quest
7490,2019,Loony Quest,60,loony quest,2019_loony quest
7492,2021,Loony Quest,56,loony quest,2021_loony quest
7494,2023,Loony Quest,40,loony quest,2023_loony quest
7503,2009,Foundations of Rome,100,foundations of rome,2009_foundations of rome
7514,2020,Foundations of Rome,54,foundations of rome,2020_foundations of rome
7516,2022,Foundations of Rome,273,foundations of rome,2022_foundations of rome
7517,2023,Foundations of Rome,246,foundations of rome,2023_foundations of rome
7518,2024,Foundations of Rome,179,foundations of rome,2024_foundations of rome
7519,2025,Foundations of Rome,80,foundations of rome,2025_foundations of rome
7520,2026,Foundations of Rome,53,foundations of rome,2026_foundations of rome
7523,2006,Oath: Chronicles of Empire and Exile,100,oath chronicles of empire and exile,2006_oath chronicles of empire and exile
7535,2018,Oath: Chronicles of Empire and Exile,8,oath chronicles of empire and exile,2018_oath chronicles of empire and exile
7539,2022,Oath: Chronicles of Empire and Exile,6,oath chronicles of empire and exile,2022_oath chronicles of empire and exile
7557,2017,Clans of Caledonia,243,clans of caledonia,2017_clans of caledonia
7558,2018,Clans of Caledonia,428,clans of caledonia,2018_clans of caledonia
7559,2019,Clans of Caledonia,188,clans of caledonia,2019_clans of caledonia
7560,2020,Clans of Caledonia,197,clans of caledonia,2020_clans of caledonia
7562,2022,Clans of Caledonia,51,clans of caledonia,2022_clans of caledonia
7563,2023,Clans of Caledonia,46,clans of caledonia,2023_clans of caledonia
7564,2024,Clans of Caledonia,30,clans of caledonia,2024_clans of caledonia
7565,2025,Clans of Caledonia,29,clans of caledonia,2025_clans of caledonia
7566,2026,Clans of Caledonia,8,clans of caledonia,2026_clans of caledonia
7579,2016,Terraforming Mars,179,terraforming mars,2016_terraforming mars
7580,2017,Terraforming Mars,510,terraforming mars,2017_terraforming mars
7581,2018,Terraforming Mars,538,terraforming mars,2018_terraforming mars
7582,2019,Terraforming Mars,618,terraforming mars,2019_terraforming mars
7583,2020,Terraforming Mars,755,terraforming mars,2020_terraforming mars
7584,2021,Terraforming Mars,524,terraforming mars,2021_terraforming mars
7585,2022,Terraforming Mars,641,terraforming mars,2022_terraforming mars
7586,2023,Terraforming Mars,586,terraforming mars,2023_terraforming mars
7587,2024,Terraforming Mars,661,terraforming mars,2024_terraforming mars
7588,2025,Terraforming Mars,567,terraforming mars,2025_terraforming mars
7589,2026,Terraforming Mars,252,terraforming mars,2026_terraforming mars
7600,2014,Pandemic Legacy,5,pandemic legacy,2014_pandemic legacy
7601,2015,Pandemic Legacy,290,pandemic legacy,2015_pandemic legacy
7602,2016,Pandemic Legacy,525,pandemic legacy,2016_pandemic legacy
7603,2017,Pandemic Legacy,530,pandemic legacy,2017_pandemic legacy
7604,2018,Pandemic Legacy,407,pandemic legacy,2018_pandemic legacy
7605,2019,Pandemic Legacy,308,pandemic legacy,2019_pandemic legacy
7606,2020,Pandemic Legacy,416,pandemic legacy,2020_pandemic legacy
7607,2021,Pandemic Legacy,217,pandemic legacy,2021_pandemic legacy
7608,2022,Pandemic Legacy,193,pandemic legacy,2022_pandemic legacy
7609,2023,Pandemic Legacy,189,pandemic legacy,2023_pandemic legacy
7610,2024,Pandemic Legacy,202,pandemic legacy,2024_pandemic legacy
7611,2025,Pandemic Legacy,171,pandemic legacy,2025_pandemic legacy
7612,2026,Pandemic Legacy,58,pandemic legacy,2026_pandemic legacy
7613,2004,Nations,826,nations,2004_nations
7614,2005,Nations,417,nations,2005_nations
7615,2006,Nations,349,nations,2006_nations
7616,2007,Nations,234,nations,2007_nations
7617,2008,Nations,269,nations,2008_nations
7618,2009,Nations,268,nations,2009_nations
7619,2010,Nations,259,nations,2010_nations
7620,2011,Nations,261,nations,2011_nations
7621,2012,Nations,256,nations,2012_nations
7622,2013,Nations,275,nations,2013_nations
7623,2014,Nations,306,nations,2014_nations
7624,2015,Nations,246,nations,2015_nations
7625,2016,Nations,190,nations,2016_nations
7626,2017,Nations,169,nations,2017_nations
7627,2018,Nations,170,nations,2018_nations
7628,2019,Nations,142,nations,2019_nations
7629,2020,Nations,190,nations,2020_nations
7630,2021,Nations,107,nations,2021_nations
7631,2022,Nations,165,nations,2022_nations
7632,2023,Nations,141,nations,2023_nations
7633,2024,Nations,177,nations,2024_nations
7634,2025,Nations,223,nations,2025_nations
7635,2026,Nations,100,nations,2026_nations
7655,2023,Forest Shuffle,186,forest shuffle,2023_forest shuffle
7656,2024,Forest Shuffle,560,forest shuffle,2024_forest shuffle
7657,2025,Forest Shuffle,746,forest shuffle,2025_forest shuffle
7658,2026,Forest Shuffle,282,forest shuffle,2026_forest shuffle
7659,2004,Ark Nova,100,ark nova,2004_ark nova
7662,2007,Ark Nova,29,ark nova,2007_ark nova
7675,2020,Ark Nova,4,ark nova,2020_ark nova
7676,2021,Ark Nova,41,ark nova,2021_ark nova
7677,2022,Ark Nova,547,ark nova,2022_ark nova
7678,2023,Ark Nova,438,ark nova,2023_ark nova
7679,2024,Ark Nova,371,ark nova,2024_ark nova
7680,2025,Ark Nova,389,ark nova,2025_ark nova
7681,2026,Ark Nova,155,ark nova,2026_ark nova
7682,2004,Lost Ruins Of Arnak,100,lost ruins of arnak,2004_lost ruins of arnak
7687,2009,Lost Ruins Of Arnak,13,lost ruins of arnak,2009_lost ruins of arnak
7692,2014,Lost Ruins Of Arnak,6,lost ruins of arnak,2014_lost ruins of arnak
7698,2020,Lost Ruins Of Arnak,17,lost ruins of arnak,2020_lost ruins of arnak
7699,2021,Lost Ruins Of Arnak,75,lost ruins of arnak,2021_lost ruins of arnak
7700,2022,Lost Ruins Of Arnak,83,lost ruins of arnak,2022_lost ruins of arnak
7701,2023,Lost Ruins Of Arnak,65,lost ruins of arnak,2023_lost ruins of arnak
7702,2024,Lost Ruins Of Arnak,72,lost ruins of arnak,2024_lost ruins of arnak
7703,2025,Lost Ruins Of Arnak,76,lost ruins of arnak,2025_lost ruins of arnak
7704,2026,Lost Ruins Of Arnak,27,lost ruins of arnak,2026_lost ruins of arnak
7713,2012,The Crew,19,the crew,2012_the crew
7714,2013,The Crew,15,the crew,2013_the crew
7715,2014,The Crew,121,the crew,2014_the crew
7716,2015,The Crew,160,the crew,2015_the crew
7717,2016,The Crew,131,the crew,2016_the crew
7718,2017,The Crew,100,the crew,2017_the crew
7719,2018,The Crew,98,the crew,2018_the crew
7720,2019,The Crew,104,the crew,2019_the crew
7721,2020,The Crew,518,the crew,2020_the crew
7722,2021,The Crew,492,the crew,2021_the crew
7723,2022,The Crew,447,the crew,2022_the crew
7724,2023,The Crew,409,the crew,2023_the crew
7725,2024,The Crew,486,the crew,2024_the crew
7726,2025,The Crew,522,the crew,2025_the crew
7727,2026,The Crew,232,the crew,2026_the crew
7732,2008,Mombasa,79,mombasa,2008_mombasa
7739,2015,Mombasa,128,mombasa,2015_mombasa
7740,2016,Mombasa,477,mombasa,2016_mombasa
7741,2017,Mombasa,421,mombasa,2017_mombasa
7742,2018,Mombasa,258,mombasa,2018_mombasa
7743,2019,Mombasa,252,mombasa,2019_mombasa
7744,2020,Mombasa,183,mombasa,2020_mombasa
7745,2021,Mombasa,217,mombasa,2021_mombasa
7746,2022,Mombasa,190,mombasa,2022_mombasa
7747,2023,Mombasa,135,mombasa,2023_mombasa
7748,2024,Mombasa,85,mombasa,2024_mombasa
7749,2025,Mombasa,86,mombasa,2025_mombasa
7750,2026,Mombasa,38,mombasa,2026_mombasa
7762,2015,The Voyages of Marco Polo,100,the voyages of marco polo,2015_the voyages of marco polo
7783,2013,Russian Railroads,97,russian railroads,2013_russian railroads
7784,2014,Russian Railroads,394,russian railroads,2014_russian railroads
7785,2015,Russian Railroads,192,russian railroads,2015_russian railroads
7787,2017,Russian Railroads,45,russian railroads,2017_russian railroads
7788,2018,Russian Railroads,46,russian railroads,2018_russian railroads
7789,2019,Russian Railroads,43,russian railroads,2019_russian railroads
7790,2020,Russian Railroads,83,russian railroads,2020_russian railroads
7791,2021,Russian Railroads,66,russian railroads,2021_russian railroads
7795,2025,Russian Railroads,39,russian railroads,2025_russian railroads
7796,2026,Russian Railroads,53,russian railroads,2026_russian railroads
7799,2006,Terra Mystica,100,terra mystica,2006_terra mystica
7805,2012,Terra Mystica,61,terra mystica,2012_terra mystica
7806,2013,Terra Mystica,395,terra mystica,2013_terra mystica
7807,2014,Terra Mystica,502,terra mystica,2014_terra mystica
7808,2015,Terra Mystica,573,terra mystica,2015_terra mystica
7809,2016,Terra Mystica,434,terra mystica,2016_terra mystica
7810,2017,Terra Mystica,462,terra mystica,2017_terra mystica
7811,2018,Terra Mystica,362,terra mystica,2018_terra mystica
7812,2019,Terra Mystica,298,terra mystica,2019_terra mystica
7813,2020,Terra Mystica,309,terra mystica,2020_terra mystica
7814,2021,Terra Mystica,241,terra mystica,2021_terra mystica
7815,2022,Terra Mystica,251,terra mystica,2022_terra mystica
7816,2023,Terra Mystica,216,terra mystica,2023_terra mystica
7817,2024,Terra Mystica,228,terra mystica,2024_terra mystica
7818,2025,Terra Mystica,202,terra mystica,2025_terra mystica
7819,2026,Terra Mystica,62,terra mystica,2026_terra mystica
7820,2004,Village,593,village,2004_village
7821,2005,Village,583,village,2005_village
7822,2006,Village,568,village,2006_village
7823,2007,Village,604,village,2007_village
7824,2008,Village,571,village,2008_village
7825,2009,Village,588,village,2009_village
7826,2010,Village,531,village,2010_village
7827,2011,Village,504,village,2011_village
7828,2012,Village,548,village,2012_village
7829,2013,Village,526,village,2013_village
7830,2014,Village,479,village,2014_village
7831,2015,Village,498,village,2015_village
7832,2016,Village,482,village,2016_village
7833,2017,Village,508,village,2017_village
7834,2018,Village,493,village,2018_village
7835,2019,Village,492,village,2019_village
7836,2020,Village,459,village,2020_village
7837,2021,Village,454,village,2021_village
7838,2022,Village,484,village,2022_village
7839,2023,Village,517,village,2023_village
7840,2024,Village,496,village,2024_village
7841,2025,Village,530,village,2025_village
7842,2026,Village,272,village,2026_village
7849,2010,7 Wonders,91,7 wonders,2010_7 wonders
7850,2011,7 Wonders,460,7 wonders,2011_7 wonders
7851,2012,7 Wonders,492,7 wonders,2012_7 wonders
7852,2013,7 Wonders,450,7 wonders,2013_7 wonders
7853,2014,7 Wonders,455,7 wonders,2014_7 wonders
7854,2015,7 Wonders,548,7 wonders,2015_7 wonders
7855,2016,7 Wonders,511,7 wonders,2016_7 wonders
7856,2017,7 Wonders,522,7 wonders,2017_7 wonders
7857,2018,7 Wonders,479,7 wonders,2018_7 wonders
7858,2019,7 Wonders,493,7 wonders,2019_7 wonders
7859,2020,7 Wonders,692,7 wonders,2020_7 wonders
7860,2021,7 Wonders,526,7 wonders,2021_7 wonders
7861,2022,7 Wonders,557,7 wonders,2022_7 wonders
7862,2023,7 Wonders,540,7 wonders,2023_7 wonders
7863,2024,7 Wonders,606,7 wonders,2024_7 wonders
7864,2025,7 Wonders,656,7 wonders,2025_7 wonders
7865,2026,7 Wonders,253,7 wonders,2026_7 wonders
7872,2010,Fresco,320,fresco,2010_fresco
7873,2011,Fresco,43,fresco,2011_fresco
7874,2012,Fresco,357,fresco,2012_fresco
7875,2013,Fresco,217,fresco,2013_fresco
7876,2014,Fresco,394,fresco,2014_fresco
7877,2015,Fresco,365,fresco,2015_fresco
7878,2016,Fresco,332,fresco,2016_fresco
7879,2017,Fresco,440,fresco,2017_fresco
7880,2018,Fresco,305,fresco,2018_fresco
7881,2019,Fresco,340,fresco,2019_fresco
7882,2020,Fresco,374,fresco,2020_fresco
7883,2021,Fresco,318,fresco,2021_fresco
7884,2022,Fresco,340,fresco,2022_fresco
7885,2023,Fresco,314,fresco,2023_fresco
7886,2024,Fresco,288,fresco,2024_fresco
7887,2025,Fresco,313,fresco,2025_fresco
7888,2026,Fresco,125,fresco,2026_fresco
7889,2004,Dominion,62,dominion,2004_dominion
7890,2005,Dominion,26,dominion,2005_dominion
7891,2006,Dominion,32,dominion,2006_dominion
7892,2007,Dominion,52,dominion,2007_dominion
7893,2008,Dominion,90,dominion,2008_dominion
7894,2009,Dominion,460,dominion,2009_dominion
7895,2010,Dominion,539,dominion,2010_dominion
7896,2011,Dominion,513,dominion,2011_dominion
7897,2012,Dominion,473,dominion,2012_dominion
7898,2013,Dominion,396,dominion,2013_dominion
7899,2014,Dominion,387,dominion,2014_dominion
7900,2015,Dominion,380,dominion,2015_dominion
7901,2016,Dominion,306,dominion,2016_dominion
7902,2017,Dominion,311,dominion,2017_dominion
7903,2018,Dominion,272,dominion,2018_dominion
7904,2019,Dominion,257,dominion,2019_dominion
7905,2020,Dominion,327,dominion,2020_dominion
7906,2021,Dominion,275,dominion,2021_dominion
7907,2022,Dominion,296,dominion,2022_dominion
7908,2023,Dominion,263,dominion,2023_dominion
7909,2024,Dominion,281,dominion,2024_dominion
7910,2025,Dominion,251,dominion,2025_dominion
7911,2026,Dominion,94,dominion,2026_dominion
7914,2006,Agricola,19,agricola,2006_agricola
7915,2007,Agricola,57,agricola,2007_agricola
7916,2008,Agricola,490,agricola,2008_agricola
7917,2009,Agricola,551,agricola,2009_agricola
7918,2010,Agricola,438,agricola,2010_agricola
7919,2011,Agricola,334,agricola,2011_agricola
7920,2012,Agricola,355,agricola,2012_agricola
7921,2013,Agricola,376,agricola,2013_agricola
7922,2014,Agricola,335,agricola,2014_agricola
7923,2015,Agricola,324,agricola,2015_agricola
7924,2016,Agricola,288,agricola,2016_agricola
7925,2017,Agricola,276,agricola,2017_agricola
7926,2018,Agricola,242,agricola,2018_agricola
7927,2019,Agricola,219,agricola,2019_agricola
7928,2020,Agricola,247,agricola,2020_agricola
7929,2021,Agricola,183,agricola,2021_agricola
7930,2022,Agricola,194,agricola,2022_agricola
7931,2023,Agricola,176,agricola,2023_agricola
7932,2024,Agricola,187,agricola,2024_agricola
7933,2025,Agricola,192,agricola,2025_agricola
7934,2026,Agricola,66,agricola,2026_agricola
7938,2007,The Pillars of the Earth,24,the pillars of the earth,2007_the pillars of the earth
7939,2008,The Pillars of the Earth,84,the pillars of the earth,2008_the pillars of the earth
7940,2009,The Pillars of the Earth,23,the pillars of the earth,2009_the pillars of the earth
7941,2010,The Pillars of the Earth,337,the pillars of the earth,2010_the pillars of the earth
7942,2011,The Pillars of the Earth,209,the pillars of the earth,2011_the pillars of the earth
7943,2012,The Pillars of the Earth,118,the pillars of the earth,2012_the pillars of the earth
7944,2013,The Pillars of the Earth,106,the pillars of the earth,2013_the pillars of the earth
7945,2014,The Pillars of the Earth,74,the pillars of the earth,2014_the pillars of the earth
7946,2015,The Pillars of the Earth,66,the pillars of the earth,2015_the pillars of the earth
7947,2016,The Pillars of the Earth,52,the pillars of the earth,2016_the pillars of the earth
7948,2017,The Pillars of the Earth,65,the pillars of the earth,2017_the pillars of the earth
7949,2018,The Pillars of the Earth,78,the pillars of the earth,2018_the pillars of the earth
7950,2019,The Pillars of the Earth,48,the pillars of the earth,2019_the pillars of the earth
7951,2020,The Pillars of the Earth,49,the pillars of the earth,2020_the pillars of the earth
7952,2021,The Pillars of the Earth,49,the pillars of the earth,2021_the pillars of the earth
7953,2022,The Pillars of the Earth,37,the pillars of the earth,2022_the pillars of the earth
7954,2023,The Pillars of the Earth,38,the pillars of the earth,2023_the pillars of the earth
7955,2024,The Pillars of the Earth,37,the pillars of the earth,2024_the pillars of the earth
7956,2025,The Pillars of the Earth,38,the pillars of the earth,2025_the pillars of the earth
7957,2026,The Pillars of the Earth,17,the pillars of the earth,2026_the pillars of the earth
7959,2005,Caylus,81,caylus,2005_caylus
7960,2006,Caylus,356,caylus,2006_caylus
7961,2007,Caylus,275,caylus,2007_caylus
7962,2008,Caylus,162,caylus,2008_caylus
7963,2009,Caylus,119,caylus,2009_caylus
7964,2010,Caylus,119,caylus,2010_caylus
7965,2011,Caylus,113,caylus,2011_caylus
7966,2012,Caylus,134,caylus,2012_caylus
7967,2013,Caylus,110,caylus,2013_caylus
7968,2014,Caylus,94,caylus,2014_caylus
7969,2015,Caylus,90,caylus,2015_caylus
7970,2016,Caylus,82,caylus,2016_caylus
7971,2017,Caylus,87,caylus,2017_caylus
7972,2018,Caylus,93,caylus,2018_caylus
7973,2019,Caylus,147,caylus,2019_caylus
7974,2020,Caylus,289,caylus,2020_caylus
7975,2021,Caylus,389,caylus,2021_caylus
7976,2022,Caylus,345,caylus,2022_caylus
7977,2023,Caylus,290,caylus,2023_caylus
7978,2024,Caylus,279,caylus,2024_caylus
7979,2025,Caylus,639,caylus,2025_caylus
7980,2026,Caylus,395,caylus,2026_caylus
7986,2009,Louis XIV,100,louis xiv,2009_louis xiv
8003,2026,Louis XIV,2,louis xiv,2026_louis xiv
8014,2014,Saint Petersburg,100,saint petersburg,2014_saint petersburg
8018,2018,Saint Petersburg,84,saint petersburg,2018_saint petersburg
8020,2020,Saint Petersburg,162,saint petersburg,2020_saint petersburg
8024,2024,Saint Petersburg,156,saint petersburg,2024_saint petersburg
8026,2026,Saint Petersburg,15,saint petersburg,2026_saint petersburg
8037,2014,Amun-Re,100,amunre,2014_amunre
8041,2018,Amun-Re,61,amunre,2018_amunre
8046,2023,Amun-Re,69,amunre,2023_amunre
8048,2025,Amun-Re,57,amunre,2025_amunre
8049,2026,Amun-Re,7,amunre,2026_amunre
8050,2004,Puerto Rico,650,puerto rico,2004_puerto rico
8051,2005,Puerto Rico,531,puerto rico,2005_puerto rico
8052,2006,Puerto Rico,544,puerto rico,2006_puerto rico
8053,2007,Puerto Rico,409,puerto rico,2007_puerto rico
8054,2008,Puerto Rico,392,puerto rico,2008_puerto rico
8055,2009,Puerto Rico,374,puerto rico,2009_puerto rico
8056,2010,Puerto Rico,331,puerto rico,2010_puerto rico
8057,2011,Puerto Rico,322,puerto rico,2011_puerto rico
8058,2012,Puerto Rico,301,puerto rico,2012_puerto rico
8059,2013,Puerto Rico,273,puerto rico,2013_puerto rico
8060,2014,Puerto Rico,253,puerto rico,2014_puerto rico
8061,2015,Puerto Rico,256,puerto rico,2015_puerto rico
8062,2016,Puerto Rico,208,puerto rico,2016_puerto rico
8063,2017,Puerto Rico,202,puerto rico,2017_puerto rico
8064,2018,Puerto Rico,174,puerto rico,2018_puerto rico
8065,2019,Puerto Rico,157,puerto rico,2019_puerto rico
8066,2020,Puerto Rico,170,puerto rico,2020_puerto rico
8067,2021,Puerto Rico,129,puerto rico,2021_puerto rico
8068,2022,Puerto Rico,134,puerto rico,2022_puerto rico
8069,2023,Puerto Rico,134,puerto rico,2023_puerto rico
8070,2024,Puerto Rico,140,puerto rico,2024_puerto rico
8071,2025,Puerto Rico,161,puerto rico,2025_puerto rico
8072,2026,Puerto Rico,98,puerto rico,2026_puerto rico
8073,2004,Carcassonne,784,carcassonne,2004_carcassonne
8074,2005,Carcassonne,823,carcassonne,2005_carcassonne
8075,2006,Carcassonne,715,carcassonne,2006_carcassonne
8076,2007,Carcassonne,648,carcassonne,2007_carcassonne
8077,2008,Carcassonne,584,carcassonne,2008_carcassonne
8078,2009,Carcassonne,583,carcassonne,2009_carcassonne
8079,2010,Carcassonne,624,carcassonne,2010_carcassonne
8080,2011,Carcassonne,577,carcassonne,2011_carcassonne
8081,2012,Carcassonne,565,carcassonne,2012_carcassonne
8082,2013,Carcassonne,587,carcassonne,2013_carcassonne
8083,2014,Carcassonne,581,carcassonne,2014_carcassonne
8084,2015,Carcassonne,621,carcassonne,2015_carcassonne
8085,2016,Carcassonne,574,carcassonne,2016_carcassonne
8086,2017,Carcassonne,609,carcassonne,2017_carcassonne
8087,2018,Carcassonne,677,carcassonne,2018_carcassonne
8088,2019,Carcassonne,659,carcassonne,2019_carcassonne
8089,2020,Carcassonne,699,carcassonne,2020_carcassonne
8090,2021,Carcassonne,608,carcassonne,2021_carcassonne
8091,2022,Carcassonne,599,carcassonne,2022_carcassonne
8092,2023,Carcassonne,617,carcassonne,2023_carcassonne
8093,2024,Carcassonne,642,carcassonne,2024_carcassonne
8094,2025,Carcassonne,600,carcassonne,2025_carcassonne
8095,2026,Carcassonne,233,carcassonne,2026_carcassonne
8099,2007,Taj Mahal,268,taj mahal,2007_taj mahal
8100,2008,Taj Mahal,199,taj mahal,2008_taj mahal
8101,2009,Taj Mahal,277,taj mahal,2009_taj mahal
8102,2010,Taj Mahal,395,taj mahal,2010_taj mahal
8103,2011,Taj Mahal,413,taj mahal,2011_taj mahal
8104,2012,Taj Mahal,451,taj mahal,2012_taj mahal
8105,2013,Taj Mahal,513,taj mahal,2013_taj mahal
8106,2014,Taj Mahal,614,taj mahal,2014_taj mahal
8107,2015,Taj Mahal,621,taj mahal,2015_taj mahal
8108,2016,Taj Mahal,546,taj mahal,2016_taj mahal
8109,2017,Taj Mahal,510,taj mahal,2017_taj mahal
8110,2018,Taj Mahal,586,taj mahal,2018_taj mahal
8111,2019,Taj Mahal,479,taj mahal,2019_taj mahal
8112,2020,Taj Mahal,357,taj mahal,2020_taj mahal
8113,2021,Taj Mahal,303,taj mahal,2021_taj mahal
8114,2022,Taj Mahal,448,taj mahal,2022_taj mahal
8115,2023,Taj Mahal,476,taj mahal,2023_taj mahal
8116,2024,Taj Mahal,396,taj mahal,2024_taj mahal
